LocationID,Longitude,Latitude
1,-74.17400027276302,40.69183120640151
2,-73.83129854302209,40.616745291659875
3,-73.84742223236718,40.86447368477544
4,-73.97696825691769,40.72375214158479
5,-74.1884841018493,40.552659286945655
6,-74.07177055895139,40.60032414603465
7,-73.91969431946073,40.76149256216375
8,-73.92308615750751,40.77855865375072
9,-73.78794887777892,40.75103502557237
10,-73.79098635986959,40.678953310115254
11,-74.00748815801174,40.60427284003079
12,-74.01556351255897,40.70294583498472
13,-74.01607915192933,40.71203815707452
14,-74.02989237418788,40.62483492360816
15,-73.78597227877707,40.783333047261
16,-73.7734218189014,40.762738375442424
17,-73.9499050350751,40.69150749488062
18,-73.89018328872038,40.867682456075414
19,-73.72665537528708,40.735486779763306
20,-73.8858674810697,40.85777967544162
21,-73.98353709672227,40.60142943983516
22,-73.99525857986234,40.61221825780563
23,-74.17088688155239,40.606447701027484
24,-73.96547951516966,40.801970493899624
25,-73.98611382213656,40.6856337413206
26,-73.98866123078284,40.63094965524549
27,-73.90690832237581,40.559133279467574
28,-73.80872901637517,40.711596357945076
29,-73.96121676866855,40.5809219719338
30,-73.8219269567942,40.60368744213565
31,-73.87547595053033,40.85774668091587
32,-73.8649009987672,40.864002206023585
33,-73.9952501199663,40.69579822121127
34,-73.9711886923304,40.700855738517134
35,-73.9102578313613,40.664003117925944
36,-73.9177105313157,40.70052219951917
37,-73.92224002165717,40.694994318442106
38,-73.73555427058821,40.694341467231745
39,-73.89973495669396,40.63803713911706
40,-73.99595619089148,40.6791990140971
41,-73.95129200243511,40.80433394979462
42,-73.94077166756267,40.81825786111925
43,-73.9655535654591,40.782478099747884
44,-74.23353354937626,40.52549458176375
45,-73.9981514989905,40.7124593117795
46,-73.78198714613222,40.84908594313966
47,-73.90031590586489,40.842749176097996
48,-73.98984464313298,40.76225275531935
49,-73.9623635381836,40.68796745714745
50,-73.99513522075515,40.76623772504185
51,-73.82826367307185,40.87397305492024
52,-73.99672403175194,40.68665124165609
53,-73.84281349543195,40.78091235579112
54,-74.00291127745281,40.68720074733731
55,-73.98794343407202,40.57696075363784
56,-73.85884524944,40.74140677482974
56,-73.85358156034263,40.75181936699948
58,-73.82039319252782,40.84145210068252
59,-73.89498588493973,40.8385502885279
60,-73.88590003419161,40.833990477273865
61,-73.93928705867957,40.67446941826645
62,-73.94878853931498,40.66654040578562
63,-73.87817261050252,40.68383976195103
64,-73.73933714992859,40.76061560532149
65,-73.98608600498395,40.695337529461135
66,-73.98570161582295,40.70225893882252
67,-74.01380148744015,40.61961946783515
68,-73.99991742024713,40.74842755506573
69,-73.91502929553268,40.83141669708519
70,-73.86839559842028,40.76335220113318
71,-73.93796627061691,40.64428817438918
72,-73.92225097400491,40.652364804077415
73,-73.80729418212232,40.75410888689295
74,-73.93734560812489,40.80116948058648
75,-73.94575026755157,40.7900107514954
76,-73.87682061127182,40.660935196550554
77,-73.89536411750328,40.66655893903527
78,-73.88552181587428,40.84496041014611
79,-73.98593745682462,40.72762019590954
80,-73.9367931449188,40.71536988214351
81,-73.83664334408301,40.8809354114894
82,-73.87711833280918,40.739495646778145
83,-73.89217338112859,40.738323813826014
84,-74.18767433468824,40.52868644656622
85,-73.95162318261006,40.64611634689506
86,-73.75524369679584,40.60243279341668
87,-74.00749598562425,40.70680845166581
88,-74.01151502922319,40.70335790323616
89,-73.96096824906371,40.63790012347375
90,-73.99697141558367,40.74227862901229
91,-73.93009701219938,40.62627276333637
92,-73.82885869884265,40.76110218983439
93,-73.84086726234155,40.74067587216067
94,-73.89953593442145,40.85815519618403
95,-73.84766941187516,40.72143227502132
96,-73.8715584251816,40.697000613101174
97,-73.97488208618893,40.69078679421089
98,-73.77725346665981,40.734462628200944
99,-74.18641851305908,40.57677363548708
100,-73.9887865991153,40.75351275872571
101,-73.71102598691232,40.74599381838418
102,-73.87573576709777,40.703545610762916
103,-74.04528829364003,40.689860103660195
103,-74.04077076873652,40.69876867362614
103,-74.0190727263684,40.68878423861304
106,-73.9906472736312,40.673512796860756
107,-73.9840521326891,40.73682405761895
108,-73.98143115020046,40.588403465290305
109,-74.1508898076054,40.55186299807705
110,-74.12834244237271,40.54578031659564
111,-73.99023450433016,40.652137270419054
112,-73.94954030482205,40.729506284208796
113,-73.99430477051166,40.732579073027026
114,-73.99738026020042,40.7283403913723
115,-74.08783880974957,40.617971375889276
116,-73.94852173020874,40.827012654925355
117,-73.7896220825008,40.59405875281394
118,-74.13297872511701,40.58655462662628
119,-73.92615723620794,40.83782699169884
120,-73.9301821974283,40.84666774830276
121,-73.80244428186224,40.728333322973114
122,-73.761136997306,40.710639284251066
123,-73.964333671339,40.59995429251392
124,-73.8449185843855,40.65824796123064
125,-74.00748581800951,40.726290410281216
126,-73.8855375214943,40.81207445859208
127,-73.91930823586209,40.86607500072786
128,-73.9243698171611,40.872378809573654
129,-73.8853172406108,40.75731206303918
130,-73.79397965822713,40.70436877745508
131,-73.77610076139936,40.720655238749586
132,-73.78653298335001,40.64698489239528
133,-73.97619898951329,40.640590070674506
134,-73.82871246597533,40.70805099798806
135,-73.8211959038747,40.7283776832573
136,-73.90591118270507,40.86526419152492
137,-73.97649472376759,40.74043897859643
138,-73.87362864289085,40.774375705932435
139,-73.74423435166723,40.677097797909006
140,-73.95473878380501,40.76548408788984
141,-73.95963474149167,40.76694821638321
142,-73.98153220639182,40.77363329302708
143,-73.98764554944397,40.77596522876101
144,-73.99691854183824,40.72088889344528
145,-73.94889145447944,40.74537943399848
146,-73.93482888929141,40.754242520500306
