LocationID,Longitude,Latitude
147,-73.89895638182651,40.81967597930494
148,-73.99089626184728,40.718938359380246
149,-73.94813559494118,40.6049135955638
150,-73.94362872180572,40.580473274262125
151,-73.96816833309242,40.79796199310006
152,-73.95378223705627,40.81797514762945
153,-73.91037866410579,40.87596780221242
154,-73.9025965869309,40.59357083658516
155,-73.91527709386853,40.61459098927573
156,-74.16723534170745,40.631307692853056
157,-73.90232968131379,40.72399507493358
158,-74.00898410478533,40.735035400696674
159,-73.9128493979915,40.81825974768983
160,-73.88005140814946,40.718336770013686
161,-73.97769793122407,40.75802804352629
162,-73.97235594352027,40.75668765218882
163,-73.97756868222714,40.76442140578678
164,-73.98515639467682,40.748574629356725
165,-73.95682460583802,40.62092404874625
166,-73.9617635968293,40.80945696112528
167,-73.90235177500064,40.82751255686397
168,-73.91682193806467,40.807347167665306
169,-73.90512221938542,40.849058377391245
170,-73.97849159965229,40.7477457936439
171,-73.80954582099432,40.76835162630844
172,-74.10501900721482,40.5717688929326
173,-73.86303754486683,40.7525792391496
174,-73.87902225226017,40.877137602876566
175,-73.75462173612384,40.7426721034827
176,-74.1225840297696,40.561994234584134
177,-73.91363213611346,40.676644101040154
178,-73.97032580128304,40.61731493715171
179,-73.92833318686124,40.77157024358339
180,-73.84704317269401,40.67559499070669
181,-73.98141374048754,40.67037432591724
182,-73.85798694048579,40.83774866435354
183,-73.83158179959663,40.8491726171826
184,-73.80785726631254,40.86827620354769
185,-73.85439380221172,40.85440471268922
186,-73.9924375369761,40.748497181405014
187,-74.14078750231761,40.62816687457197
188,-73.94744164500473,40.65874445085672
189,-73.96758681222951,40.67763538934729
190,-73.9689137427063,40.66162215835685
191,-73.7415317699754,40.71545451530522
192,-73.81522935845766,40.74375148543156
193,-73.94199705818417,40.760313635026954
194,-73.92459630024565,40.791000781711254
195,-74.00917849113321,40.67554886228092
196,-73.86333855806276,40.72615563957921
197,-73.83092407449993,40.69454235438128
198,-73.90170926444722,40.70652679441958
199,-73.88265824700589,40.79113290307751
200,-73.90698710771424,40.89952906437648
201,-73.84345281477815,40.57798249377503
202,-73.94995171169583,40.76189974995508
203,-73.739472559873,40.657853418019414
204,-74.20782608356556,40.54033400529606
205,-73.76314612543833,40.69120144680615
206,-74.10231250352737,40.638972205166525
207,-73.89935256434534,40.76398558883052
208,-73.82354011891928,40.823318583877516
209,-74.00366456329895,40.709072742793076
210,-73.94050716694059,40.5920234643643
211,-74.00153756565635,40.72388811004175
212,-73.86967965711672,40.82790214858739
213,-73.85813498781425,40.817858557708114
214,-74.08551235826931,40.58678663305195
215,-73.79096393223053,40.69442755408878
216,-73.81945963682767,40.676154037213855
217,-73.95859684507167,40.70391644046577
218,-73.77303565610488,40.672089706767345
219,-73.76450578558232,40.66218488071144
220,-73.9106646756443,40.8824031132092
221,-74.07370444530247,40.618769278732046
222,-73.88241292571807,40.64752703432357
223,-73.9054077340983,40.777426920532754
224,-73.97659767323344,40.73182063601678
225,-73.93188826440705,40.68816818695491
226,-73.92467306585057,40.73769895644441
227,-74.00465205914726,40.64188631576521
228,-74.01127116962897,40.65235464953844
229,-73.96514579918423,40.75672894163307
230,-73.9841964890757,40.75981761719186
231,-74.00787970866406,40.717772736265175
232,-73.9830245583349,40.71473250693941
233,-73.97044256869239,40.74991407790216
234,-73.99045782354736,40.74033744175701
235,-73.91597542466452,40.85252114926356
236,-73.95701169835736,40.780436437189955
237,-73.96563453538069,40.76861518381157
238,-73.97304890061592,40.79170493442707
239,-73.97863194845084,40.78396143031379
240,-73.88197807761941,40.894599127507014
241,-73.89562001785482,40.87651237544554
242,-73.8506705770834,40.846782895809845
243,-73.93283148761299,40.8571082833144
244,-73.94139910573635,40.84170877111965
245,-74.1028601101664,40.630049391830696
246,-74.00401512528673,40.753309065983466
247,-73.92440873264246,40.82898823048454
248,-73.87228927297005,40.83416531682762
249,-74.00287495910837,40.73457600733173
250,-73.84864070062375,40.832101659632144
251,-74.12534779829352,40.61688000771181
252,-73.81565681271,40.788193016728876
253,-73.84124393899134,40.76063075217259
254,-73.85894823975754,40.88215708304706
255,-73.95741813122196,40.718803918129936
256,-73.95990462730529,40.71087993337741
257,-73.97798241330014,40.65361187133661
258,-73.85576675985426,40.68872135698131
259,-73.85221545370119,40.8979320252947
260,-73.90630644197881,40.7442347178015
261,-74.01302277174898,40.709138940671856
262,-73.94651035601466,40.775932403149966
263,-73.951009874818,40.77876585543438
